388385371|10436
388385371|103634
388385371|26759092
388385371|26838488
388385371|26846589
388385371|30030857
388385371|33489983
388385371|36258954
388385371|9431523
388385371|9495868
388385371|9645894
388385371|9731287
388385371|1236594
388385371|1372769
388385371|1412251
388385371|26309741
388385371|30180697
388385371|31938008
388385371|32706658
388385371|35209815
388385371|619294
388385371|9533005
388385371|9686076
388385371|9718949
388385371|1437970
388385371|1439452
388385371|17221
388385371|30707476
388385371|33870938
388385371|36244555
388385371|609458
388385371|638405
388385371|9719254
388385371|26713168
388385371|32684056
388385371|9294439
388385371|9315831
