35209815|9565622|0.21956617761410807|1
35209815|26793286|0.21880746910678564|2
35209815|35688479|0.20888758601625879|3
35209815|34134581|0.20452537180082475|4
35209815|35688482|0.20130271708952133|5
35209815|34533867|0.19890084512569978|6
35209815|35356655|0.1941745325418327|7
35209815|34959929|0.19396010229256647|8
35209815|34959925|0.1929060893235703|9
9645894|35688482|0.20130271708952133|5
9645894|34533867|0.19890084512569978|6
9645894|35356655|0.1941745325418327|7
9645894|34959929|0.19396010229256647|8
9645894|34959925|0.1929060893235703|9
